id,True Position,Predicted Position,Probablilty of Out of any Position (Likelihood),Probablilty of First Position (Likelihood),Probablilty of Second Position  (Likelihood),Probablilty of Third Position  (Likelihood),Probablilty of Fourth Position  (Likelihood)
53263,3,4,7.968272696258562,10.216367229505458,13.269037528546942,17.71097522573228,50.83534731995676
53264,4,4,25.949172773055018,3.703301746556778,5.3195849581815216,13.063204561380218,51.96473596082646
53265,1,1,2.138610775381083,63.130382287502016,17.563293004747937,14.431689360610592,2.7360245717583718
53266,0,2,2.3019596043594115,24.728675969336155,35.141284007242994,18.69390618212914,19.134174236932296
53267,0,4,14.65508605532877,8.346494357517088,9.298699371639502,29.175961471301644,38.523758744213
53268,0,4,24.56230196829443,8.025640998810916,10.745978908258733,24.47592274776663,32.19015537686929
53269,1,1,1.0149217681135738,55.89003158222424,22.216932926322656,15.245893893357266,5.632219829982268
53270,0,4,8.192173768693388,10.240574445190639,13.917584713220975,22.855515404360993,44.794151668534006
53272,0,4,21.28689722717968,7.165481130122832,8.741203688148108,27.398558018953945,35.40785993559544
53273,0,4,17.11571652546678,9.410718452267803,11.52729734153901,24.84564008751796,37.10062759320844
53274,3,4,27.234935525540767,7.330358178024039,7.053444420330991,15.704309228850022,42.6769526472542
53275,2,4,4.1497189544011555,19.485395163450967,19.813515156464902,23.774626779478165,32.77674394620482
53276,3,3,2.823028338855282,17.412328080353525,23.976182205794146,28.28435193116048,27.504109443836573
53277,1,1,1.615856527418771,40.98018091725409,33.50840959191321,14.528212265974522,9.36734069743942
53278,4,4,12.815979214964832,19.346546417228918,23.5739693780982,17.880761453839018,26.382743535869036
53279,0,0,31.787847062697892,5.173554217721311,8.253743241102189,24.456070935648576,30.328784542830018
53280,2,4,5.027495693186542,19.825519030011602,20.34440322920225,25.9427958461592,28.859786201440414
53281,0,4,19.29422888422443,9.936341250810838,8.217417649584446,20.505175111787352,42.046837103592935
53282,0,4,6.400459549743563,25.19946155362932,21.343584753275262,17.91136625622059,29.145127887131267
53283,0,4,32.35609172841974,9.876841159834436,7.0685398994952715,16.947394214442813,33.75113299780773
53285,0,2,3.2257436618510797,24.219149737335044,27.67276747871992,26.28313336951932,18.599205752574644
53286,0,4,9.898609317087384,25.31312761233927,13.846717584050971,24.133180158908207,26.80836532761417
53287,0,3,25.112972719225795,5.083756135930171,8.278285431112133,31.046925783996425,30.47805992973547
53288,1,3,4.818454593597282,14.940056734296874,20.451932518182627,32.434707882955536,27.35484827096768
53289,0,4,8.631120070969796,14.501601476536962,12.122985413276249,30.865971107012935,33.87832193220406
53290,0,4,5.1203244211619126,16.83685544721177,22.444688480457657,24.67867073535088,30.919460915817776
53291,0,2,2.35480618472522,17.478682896466687,30.575413913588452,26.69658764009888,22.89450936512075
53294,4,4,18.232914909258373,13.880770295774822,8.359868458133706,25.578950342209204,33.947495994623885
53296,2,3,2.9517488010854076,20.022780157912166,22.123469027637906,33.059897964732556,21.84210404863197
53297,0,0,33.677662264549355,7.236171158051398,6.828096051531901,22.395299281087894,29.862771244779452
53298,0,3,26.717804811005823,13.12350838446044,7.177294730002948,26.758270482519652,26.22312159201114
53299,0,4,19.762072526914007,5.993065175161723,9.366447518518745,23.824878793691287,41.053535985714234
53300,3,1,9.0228876507306,25.917592710109833,23.085598183140437,23.72719784611486,18.24672360990428
53301,0,3,8.485718450399213,21.277476510963496,23.684301740858295,30.73260291095527,15.81990038682372
53302,2,4,20.947717472031137,11.54035530227262,13.454540709506043,26.16621047809648,27.891176038093718
53303,3,3,3.3611085892324777,17.577682212419646,28.107210953706563,35.78095193444554,15.17304631019579
53304,0,4,14.5839521405568,15.737364353997407,14.831031817580861,22.917148705750183,31.930502982114756
53305,4,2,2.3373955809878466,26.191682433848417,31.71317799652168,16.038457867947077,23.719286120694978
53306,0,2,4.719170589103371,24.390587861349278,29.046651860334364,20.302073416401655,21.541516272811325
53307,0,0,41.940057759554364,5.250800211189092,7.867889155035604,17.522400340560125,27.41885253366082
53308,0,0,39.064497968012205,7.070219544831076,15.127102263011801,13.962693552113686,24.77548667203124
53309,1,2,7.065580724532134,16.18447926365682,27.799256421290753,26.19430031119343,22.756383279326865
53310,0,4,4.508807389992613,15.189205857780955,27.423168957647064,22.565665211822107,30.313152582757258
53311,0,3,12.167620475782684,13.85772781213827,25.30433324447089,26.2596337045717,22.410684763036453
53312,2,1,3.6938040861202426,48.07668412732537,25.27016798258255,14.490674268140905,8.468669535830937
53313,0,3,9.96431591837718,17.324348261819512,18.25473694761432,30.32674209893267,24.129856773256307
53314,4,2,8.639720138367442,15.028820248048527,37.61729466031441,21.11532744061455,17.59883751265507
53315,3,4,25.734419029121337,9.846934976242485,17.00050152705315,19.30630383525102,28.111840632332008
53317,1,1,6.285689794245084,30.873262580277693,28.132151379420765,22.404413311989703,12.304482934066758
53318,0,4,17.424568832971595,11.322304985690893,15.021039987203114,24.014728718819928,32.21735747531448
53321,1,1,2.7331319723924494,47.11256022249557,24.771052541793782,20.18929485971212,5.193960403606077
53322,0,4,33.54766650700988,4.180439650258228,9.792031053054076,12.658387414850775,39.82147537482704
53323,4,1,8.459547098846683,30.31791563849964,13.166582406953989,18.417091954546695,29.63886290115298
53326,0,4,4.822051514466628,25.276963433622957,21.892626911503147,20.89854212385247,27.109816016554795
53327,3,1,4.7296047897190014,26.57122837826813,25.822566519888472,25.383402594410143,17.493197717714256
53328,2,4,7.2432681051833985,16.043971929050695,11.666227267714566,29.200745414018943,35.84578728403239
53329,1,1,3.2798109142522165,38.7825682943058,21.05600353352063,14.876156953222946,22.00546030469841
53330,4,1,4.526225075591472,35.459970138109234,18.571052964009485,23.103135433570753,18.33961638871905
53331,2,4,5.306985766035309,13.758982226195618,26.700916138270486,20.98983405090808,33.2432818185905
53332,3,4,13.499470184449553,13.1982096824866,21.248007978765642,18.637191853731075,33.417120300567134
53333,0,4,16.31531473353505,11.777222343424613,19.8675180754197,17.056839330392968,34.98310551722767
53334,0,1,4.972919798818591,42.89697838766032,23.171011592153253,21.219262907898166,7.739827313469681
53335,0,4,6.351112780275546,11.804454990638895,7.419101053864685,31.64791109518688,42.777420080033984
53336,0,4,18.709414482705945,7.984541980638235,13.786106056822463,16.445926168877868,43.0740113109555
53337,0,4,16.49834007998578,13.5311896841468,14.455136006781458,18.04523551495188,37.470098714134075
53339,0,0,36.09485755005711,7.482366774017782,12.034266956196468,11.55424424943473,32.83426447029392
53341,1,2,4.672078765939252,22.878997562824964,25.717134225146033,25.191893613558285,21.53989583253147
53342,0,3,26.550201943166922,6.63820077415924,12.563999415801486,30.17295632923846,24.07464153763388
53343,4,2,3.9204610944357676,14.9240993522258,29.14116337936459,27.708870640773515,24.305405533200332
53345,2,2,15.832607784316332,13.172635337865755,26.718338552899134,23.085874470167564,21.190543854751226
53346,0,3,11.953830434771154,15.496701953316009,24.076105656403346,25.466774869415293,23.006587086094203
53347,0,4,10.51258501269146,8.993094818634084,14.546331998841836,32.75844603846829,33.18954213136432
53348,3,3,11.09139191452044,16.936310960016492,21.003028383502777,25.508198007741374,25.46107073421892
53349,0,2,4.626729918371251,29.710459006068202,32.15247323911512,22.935816577494506,10.574521258950927
53350,0,1,5.106890672650826,29.577682456788718,22.348700129033812,28.568904901272496,14.397821840254155
53351,0,3,17.78390086066965,5.7244009933613675,7.470044924317685,39.329263695802055,29.692389525849244
53352,0,4,7.38504803568535,8.665599078975335,14.136468440154543,22.178849248564248,47.63403519662054
53353,2,1,5.512698064159812,42.20501185905986,24.05298474380507,20.20237542907406,8.026929903901182
53354,1,1,5.731920170837699,45.62242624800394,25.749691460927078,14.947478539563871,7.948483580667408
53356,3,4,19.08233217350159,7.4286597082935515,14.119958006275745,18.286809291913798,41.08224082001531
53357,0,4,15.241465710357744,12.274485383314943,13.673467745413062,13.260876549472075,45.54970461144217
53358,4,2,16.20635990733478,9.59676921648962,27.204308150675526,25.708491500611135,21.284071224888944
53359,2,4,2.7476820576766134,26.28883579620014,20.881139497346428,20.727006978064537,29.35533567071228
53361,4,1,4.16904166397764,29.78219674087087,21.728101765759806,24.329694589706293,19.990965239685394
53363,1,4,20.706753881906277,8.032003416207568,4.970636076555999,22.543944385732853,43.74666223959731
53364,3,4,5.6686514487521285,17.97818557711946,22.830082451033746,20.698953177275957,32.824127345818695
53368,1,1,2.579183515888086,36.66752733219787,29.45533519885014,19.895086354524498,11.402867598539409
53369,2,4,13.634321829054755,9.596289025126046,16.10179274495934,20.510675736983885,40.156920663875965
53371,0,3,5.347162426067258,19.878574200337724,24.805260014732177,29.41019679433692,20.558806564525934
53373,0,3,25.339521469033137,9.499245148501064,8.213758581276801,32.37474371271005,24.57273108847895
53375,3,4,10.60135764012959,5.401786268811395,8.843433007647903,22.671217441789164,52.482205641621945
53376,0,3,2.571561765482769,21.740283946781837,23.54921521643329,27.838243341947543,24.30069572935457
53377,4,4,29.373828005237147,6.037284942657221,8.350384003140949,17.720258477752658,38.51824457121203
53380,0,4,20.965567195858952,6.890199403331536,16.882429930518832,23.60401625143185,31.65778721885884
53381,4,2,2.262685513388057,21.951754318167183,31.683760309165017,25.751639322998187,18.35016053628157
53382,0,0,44.23672493599684,6.582010187103863,7.5388273874186105,18.278542727937236,23.363894761543456
53383,1,2,9.666520317094507,24.077438292832724,33.637109344236436,20.273114827764605,12.345817218071724
53385,0,2,5.110850399285156,20.41140834875784,29.083056571419895,26.450909105353137,18.94377557518397
53386,0,3,12.783231972413766,20.562764169712107,25.52659337853498,26.94059567925612,14.186814800083027
53387,3,3,11.97743683330157,12.392652236132228,26.761983520496162,27.430193582612723,21.43773382745732
53388,0,3,22.960750613436677,7.2867650586325325,12.184798261896631,32.886024582427325,24.681661483606838
53390,2,2,10.219235414593689,25.142058240389204,26.261708087370433,20.57778387834417,17.799214379302505
53391,0,3,17.51998447710066,13.93086784680503,20.125343179687118,25.20105599996927,23.22274849643792
53395,0,0,25.576329634429822,12.38083037767405,16.19293203514079,24.917725082670408,20.932182870084937
53396,4,4,7.7726813098018015,15.187854879428391,21.232055265058367,26.6873430959359,29.120065449775527
53397,0,4,8.19614955276381,17.12246631952639,24.224255725554357,25.201343712515587,25.255784689639864
53399,1,1,2.3566063140978963,35.17610214114736,22.119634302336166,27.043737557257025,13.303919685161542
53400,3,2,6.09853354175586,25.87712046037151,28.017861130608484,24.48231374385749,15.524171123406653
53401,0,4,26.27142101654171,5.25275749061344,23.368227542369578,14.378842171481379,30.72875177899389
53402,0,0,29.492404621459094,8.55608300182312,13.393916325165797,20.475353663899423,28.082242387652574
53403,0,2,10.448067339103382,12.12589282777533,32.950835532354326,24.829486182567322,19.645718118199646
53404,2,3,12.34448081601959,11.349190667124724,18.91112233017846,31.876992513666774,25.518213673010454
53406,0,0,27.908498997557395,7.405727195084531,15.913837008498588,27.2581433808669,21.51379341799259
53407,0,1,3.7048436508588725,31.152996399805104,16.85468640556027,20.789057642866855,27.498415900908913
53409,0,3,12.485654797846218,24.496235687363725,15.380691344980574,24.70437995812232,22.93303821168717
53410,4,1,5.898213345717164,35.07910726834869,17.881850059812784,22.9765789210133,18.16425040510805
53411,0,1,5.530072564441188,47.56760576157648,13.672214389553153,16.442934081565998,16.787173202863194
53412,2,1,4.407210124153569,34.03886899938413,26.313627887752244,19.596698428566192,15.643594560143855
53413,0,1,5.889263705303032,33.84976369091847,20.137433332849874,22.217558381103455,17.905980889825166
53414,1,1,4.092519642029935,34.78009079530306,16.14696049428884,19.56576631490745,25.41466275347071
53415,0,4,7.467964329322547,10.842948554456438,22.62026836508951,25.606503379686202,33.4623153714453
53416,3,1,7.0050260963431406,28.105014930496797,19.94521293795225,18.436749760172926,26.50799627503489
53419,0,4,19.023541325946386,6.922829561031639,13.072147543867416,14.228143295867088,46.75333827328747
53420,3,4,9.514558926856811,18.526778023803008,15.396601266598248,24.105361983455648,32.456699799286284
53421,4,4,8.302865582425797,25.20070339511113,14.447593908703581,22.905396835098852,29.14344027866064
53422,1,2,1.6214692526334298,25.63700882308365,40.442615100083984,19.364880973047587,12.93402585115135
53423,2,2,2.379277094957024,29.32758782088666,29.52746179585528,24.51837682701899,14.247296461282053
53425,0,0,36.97111605585381,9.6372741156894,7.949707311497052,10.503813793837686,34.93808872312205
53426,0,3,6.279982941966103,21.591475495982237,17.70396090699257,28.31484695559147,26.109733699467608
53427,0,4,5.1703416776234015,20.14872105053033,15.963599686211442,26.715105337245053,32.00223224838978
53428,0,2,1.7067472460872886,24.03295129694546,27.1212716133093,22.53554940380304,24.603480439854906
53429,0,3,9.836793934387753,12.744476586280248,15.555073663844631,32.95679464549543,28.906861169991956
53430,0,4,11.380092454809807,9.599476865415868,18.83287699864626,29.486984857761243,30.70056882336682
53431,0,3,1.7986737436387044,18.26170189666231,23.712436990891266,32.185687689692614,24.041499679115105
53432,4,4,2.29641894948873,13.024579840393521,23.939548029184714,29.29750318984977,31.441949991083266
53433,0,3,3.27038458516859,16.152623636113155,26.116999720902644,28.809212374888148,25.65077968292746
53434,3,1,3.3181621268976516,31.613517788832674,25.377814250280213,21.839401211302107,17.851104622687348
53436,1,3,1.6591149617803134,18.448405796804376,27.02090893680436,30.098295203187757,22.77327510142319
53437,0,3,4.2501181447526415,23.690387780277266,24.615439969786475,27.556384899234626,19.887669205948995
53438,2,4,19.160220742354067,4.985880411335771,10.56082233698407,25.349251275702656,39.94382523362344
53439,0,4,6.572665542596637,14.54241269140509,16.557418387977314,22.839568534129562,39.487934843891395
53440,0,4,16.420631732985775,8.76271808184438,13.50874164329927,30.348769669886394,30.959138871984187
53441,0,0,46.822310765143584,8.311350983752641,10.705077123285864,14.581847441685836,19.579413686132067
53442,1,1,13.561482251561202,29.43805134827618,26.004024662543607,13.323731694671686,17.67271004294732
53445,3,1,11.065453688120472,41.623133310235715,23.362324524016763,11.741524202437782,12.207564275189267
53446,0,0,26.112864737194148,15.765941842168552,22.359849580419848,17.770668323947366,17.990675516270098
53447,0,0,22.28034850443701,21.338471751332733,20.679658297470127,20.04786336244849,15.653658084311639
53448,4,0,39.00516620398453,9.101437592938188,9.313694048834936,20.80601433029468,21.773687823947657
53449,0,0,43.884811196395326,11.403552404618573,10.86060487285017,17.59232764196348,16.25870388417245
53450,0,0,73.88030122349485,4.953413688583427,4.6057779342460945,6.954003815359797,9.606503338315822
53451,2,0,33.179468693731785,17.537235591618998,15.291822827324836,20.73924387488062,13.252229012443761
53452,0,0,47.38537896131124,7.343460044800458,13.123351411205403,13.315998062636803,18.8318115200461
53453,0,0,63.26798124998477,10.766361739357052,4.890224820051111,9.108827847951893,11.966604342655154
53455,0,0,67.47652458062404,4.078144605607922,6.109031447971627,8.756207939432262,13.580091426364172
53456,0,3,30.860439710529946,9.661377060937127,12.000919772279532,31.899756920941673,15.577506535311727
53457,0,0,42.13869347227023,9.511493518186938,8.031021461469395,19.34297847781089,20.975813070262543
53458,0,0,82.80755841450708,2.4385748482717227,2.9089694643754123,4.618725221055676,7.226172051790105
53459,0,0,75.40618806856988,5.09019156938492,4.333844397903439,5.723390853198567,9.446385110943206
53461,0,4,3.481008763301362,11.767006928640752,29.55591915492667,21.794494378266204,33.401570774865014
53462,1,1,1.1231734476015125,56.401660954301605,19.32409952722529,7.130515393852141,16.020550677019457
53463,0,4,19.581627359746342,6.692223187258542,6.66607521999126,16.57378070431071,50.48629352869314
53464,3,4,3.7138629838585837,11.660547473138122,30.46087884212972,23.581150392268835,30.583560308604746
53465,0,0,26.90877263487856,4.469357261589997,17.761551936499945,25.840385713489013,25.01993245354251
53466,0,0,43.917961608837636,7.919282688971505,8.039990294935144,16.234791332941636,23.88797407431407
53467,0,0,31.42318989507119,12.055777054048916,11.558631050155443,14.188983789199463,30.773418211525
53468,4,4,34.843046168297136,4.643051163562282,7.95405090559747,16.291106059469964,36.26874570307316
53469,0,4,32.174261523422835,8.320037863137083,10.245318961222665,15.736975386924797,33.52340626529262
53470,2,3,10.434950325955876,6.742710519335686,18.21925802889625,33.549599757592524,31.05348136821967
53471,0,3,1.6016212307021518,15.31548089119642,22.778589964210944,40.17398441729164,20.13032349659884
53472,0,4,8.9855793985496,8.561786980711704,20.7677390159986,26.079490217319268,35.60540438742083
53473,0,2,7.6091216348625075,18.74933159677198,25.14043172510543,25.07929884288453,23.421816200375552
53474,0,3,2.394618063208437,22.403251009567626,21.828682514043912,31.984330591607556,21.389117821572473
53476,0,4,23.347269566707887,8.793969499882616,13.89615521266354,22.603793802901663,31.358811917844292
53477,0,2,3.36705146208858,23.848877332186138,28.880158848850083,22.790158937512217,21.113753419362983
53478,4,4,6.45229403921469,16.634007938493156,21.136454267817687,25.795939009200204,29.981304745274272
53479,3,1,5.510249672234643,30.93563813475199,21.20368286653194,23.791571360518756,18.558857965962673
53480,2,3,6.9876520497176475,20.01744731663612,14.519750352290162,34.000467248367755,24.474683032988303
53481,1,3,3.99038936067764,16.988251420437294,19.12714450537453,38.80149386493123,21.092720848579294
53482,1,1,4.528100644902117,38.66101883722208,22.50321332316004,14.1610057029162,20.14666149179956
53483,0,2,14.548650865839177,18.02524154301586,23.162874302533307,22.652979003976036,21.61025428463563
53484,0,0,37.35950924980151,5.9206881491024665,11.765987342671577,15.847304756983997,29.106510501440447
53485,0,0,54.57584999403468,7.727941347401483,7.477807944338571,13.497384672450693,16.72101604177458
53486,0,4,19.309139280232024,13.319406310011656,16.895608080758425,23.447904766793183,27.0279415622047
53489,4,4,18.464923515539304,6.054058394522965,17.607102774901364,24.520988390005698,33.352926925030665
53490,2,4,3.442108918288097,17.615280410900596,22.984611825207114,24.632692088127875,31.325306757476323
53491,3,2,6.840774763969977,25.426445610861197,27.288662723677813,19.421075611395196,21.023041290095804
53492,0,4,28.962364045086257,11.611466965791152,13.0025513617408,15.351299459312449,31.072318168069334
53493,0,0,27.472234124700645,8.561927008914253,11.49446720361986,25.710179036121016,26.76119262664422
53494,0,4,27.1829033489579,7.319649049794549,16.899275582407085,17.09305709815884,31.505114920681628
53496,0,0,39.73157487296331,5.3144633871349445,9.640383850151618,18.36401209136317,26.94956579838696
53498,2,1,5.636351026365266,25.76481339485599,24.582419474567843,22.198213712027115,21.81820239218378
53500,0,2,14.319530582554707,12.90544975179461,28.088381411717627,26.074929360921256,18.611708893011798
53501,1,1,4.54777843112746,35.49751453103888,30.82842334011116,16.826351067371355,12.29993263035113
53503,0,0,64.37893302017798,4.189273441622809,4.782647627763936,7.942638503689883,18.70650740674538
53504,0,4,27.7836330646065,5.69114851431751,12.739014392388079,16.70420272117079,37.082001307517125
53505,0,3,21.642854049037844,12.210590099474503,17.098967627148095,28.11272362075276,20.934864603586803
53506,0,3,18.72753726605164,8.493258815883706,16.495728357977832,32.65856913344463,23.624906426642195
53507,4,4,23.513498135591913,7.895507627226907,12.333668046161035,16.971593393710403,39.28573279730975
53508,0,4,17.575857243804002,9.042703037007843,15.03514133948144,25.529292740130856,32.81700563957586
53509,0,0,30.468401980060207,7.703229514822074,19.128630867418273,21.526925151146063,21.172812486553394
53510,0,0,30.370901722523925,6.572394480180938,21.286254345399932,16.064025769377437,25.70642368251777
53511,3,1,6.233910969943196,32.16789719093885,29.65036105816709,15.452928378011723,16.494902402939132
53512,0,0,39.25149145450614,7.1866257899252775,9.3579728940853,23.531918956808134,20.671990904675134
53513,0,4,22.272929910687733,7.179834169814877,14.458430014407126,21.371185599793204,34.71762030529706
53515,1,1,7.247585187106186,28.225343767828864,26.197459181705447,22.90914318381744,15.420468679542065
53516,0,4,22.412454399326478,11.643299308370603,17.43413467002445,20.002070139927056,28.508041482351416
53517,0,2,11.301539698627073,21.237405000274368,26.206937208642767,22.368377082785802,18.88574100966999
53518,4,4,11.317765209877377,12.439342885499917,20.12841793208485,27.001989493232337,29.11248447930553
53519,0,0,40.020196702739284,6.796444418840419,15.838751513531705,17.281974942541027,20.062632422347555
53521,2,1,5.436738026814163,35.78035230812903,24.741925931132677,23.28114583049567,10.759837903428453
53522,0,4,13.58886787673303,13.485891451949087,23.05566891736918,22.7549789728959,27.114592781052803
53523,3,0,39.76927868447461,8.817758393002942,11.198410946484323,19.30251796705954,20.912034008978587
53524,0,0,45.36199530609264,5.620880087395766,10.985075261617295,13.386969378134438,24.645079966759873
53525,0,2,5.110059688526574,16.466537614616,27.83768583411993,27.477289918569188,23.10842694416831
53527,0,4,27.50099737352593,7.362277414130412,14.822588811928373,19.89131895602514,30.422817444390134
53528,0,3,25.134725237368745,9.94546930769534,12.661708382832343,28.306510981858356,23.951586090245204
53530,3,4,9.040987673503311,13.118904944287745,18.186803953758478,15.683840989615486,43.96946243883498
53531,4,2,4.248370459567092,28.174885505848575,35.53459380639485,20.40143545238223,11.640714775807258
53532,1,2,4.508664021389008,25.054028370218905,27.65684347945817,18.96090513708543,23.81955899184847
53533,2,2,4.54627559111932,15.923419400093989,34.26654751498559,22.981825503688096,22.281931990112987
53535,0,1,8.600521157641188,32.572026477334326,31.61665715385466,17.17560190945862,10.035193301711217
53536,3,2,7.531511214341889,23.729729350281357,29.134854793621223,20.70352623838143,18.900378403374106
53537,0,4,3.9323374687012627,11.327067491997328,19.53018145166055,13.111251929787676,52.09916165785317
53538,1,2,6.026360870058836,23.485644258214386,38.33451810842002,19.565010145961484,12.588466617345286
53539,2,4,11.373209800020806,12.27699464989054,20.45899323595614,25.488340246120732,30.402462068011776
53540,4,0,44.63329777668071,4.764881092665623,8.01319667807929,17.74711205676596,24.841512395808422
53541,0,4,16.089552020367996,9.131890682719025,18.63231028434867,21.279544409435047,34.86670260312926
53542,0,3,9.65759981404709,23.041717691740317,19.517322955528158,24.62988958018284,23.153469958501592
53545,0,4,6.572326483932368,20.461451825487227,22.88366310066393,22.859672167624794,27.222886422291687
53546,3,1,2.5218404396496013,37.76853469458084,30.26227988624231,14.537943369526282,14.909401610000964
53547,2,2,6.948856414318554,8.746646049400637,30.147048694475508,26.994015613256867,27.163433228548435
53548,0,4,18.13195601288951,15.038760411642635,13.069579227602631,19.75733698522179,34.00236736264344
53549,0,1,6.614869918489166,38.19100649750003,20.69421573530136,16.464578538971534,18.035329309737904
53550,0,1,10.835831719633301,31.442205516949144,19.424229899357805,18.44686777863419,19.850865085425568
53551,4,4,10.134609838777067,7.124341249664426,21.515512665185597,27.20450585420396,34.021030392168946
53552,1,4,20.425771451902598,12.832230728072513,12.811616811315194,19.936727690563945,33.99365331814575
53553,0,0,50.704542929621354,4.135821406175558,5.431052778490682,8.489893554722153,31.238689330990244
53554,4,1,4.8370667964253204,30.84699740038864,29.705926034017992,23.6598990933119,10.950110675856148
53555,3,3,1.9285559450322314,17.713396665777026,25.172271602631113,32.119400140576005,23.066375645983626
53556,1,4,4.42328409975621,27.635138191727204,14.022507199597795,25.945720790092157,27.973349718826633
53557,0,4,4.278145617428236,16.431919195411965,18.282601312371686,26.614131427384518,34.393202447403596
53558,0,2,4.576642517379257,16.75295455422231,31.49834229210852,28.84430608482641,18.3277545514635
53559,2,4,14.660241533969288,17.441648321880514,15.124396227216494,21.496026579805232,31.277687337128473
53560,0,2,4.477765613245896,26.3061457928073,35.31912621001342,20.38700387096401,13.50995851296938
53561,0,4,18.800927667627132,6.0046104557563105,10.651002041718506,25.3428543720648,39.20060546283325
53563,0,4,6.974559238344743,13.302863010639102,23.355341197179644,17.954545669593553,38.41269088424295
53564,2,1,3.336464110089,28.58687294315576,27.34505939234969,24.894318025504315,15.837285528901235
53565,0,3,3.9056448714886067,23.10513785775015,23.05723875566591,30.81558878140258,19.116389733692753
53566,1,4,2.8256379931674633,16.195758761503658,27.272726056223785,25.976840195819,27.729036993286094
53568,0,4,9.778358812982347,12.32527308962469,13.393186893623692,24.33274338224648,40.17043782152279
53570,3,4,15.974462217000577,9.021011834274713,13.767135704129755,22.617038669930356,38.62035157466461
53571,0,4,26.133147464820546,7.354475764696487,9.061631601684766,15.500764715236503,41.9499804535617
53572,4,4,13.343013304061149,7.947283422090927,12.120700558620884,29.01198258776807,37.57702012745898
53574,0,2,2.2428610206801736,23.194363058953122,33.06078179987744,22.88238886706631,18.619605253422964
53576,1,2,3.2917275212321977,23.097603647149338,29.788398522352526,20.777779151429883,23.04449115783605
53577,0,4,18.212453399656678,11.20717477469975,17.007641278052787,21.62795432022477,31.944776227366017
53578,2,1,4.483960240660134,38.1204175640691,21.98757727217791,22.585245955111848,12.822798967981003
53579,4,3,13.808322114117505,8.315467025525276,11.681581791275546,42.552484623282425,23.64214444579925
53580,0,4,26.33579979310843,6.606816009998835,13.095820029191557,18.480461806459104,35.48110236124207
53581,0,4,15.393111087016589,15.863839033387139,10.579129094809254,27.601653070643895,30.562267714143125
53582,0,4,13.25739157128098,8.192506750088576,17.057430685520934,29.271302856610298,32.221368136499215
53583,0,3,25.574956444950413,8.434712866824047,13.083761495013011,29.81345448831794,23.09311470489459
53584,3,3,4.390653708409186,19.608428964873024,18.35486145741752,34.28136080350767,23.3646950657926
